               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
152,0.032778,0.037352,0.0052963,0.69412,0.64341,0.67349,0.41525,0.030937,0.034397,0.0094674,0.0025255,0.0025255,0.0025255
153,0.032694,0.037167,0.0054419,0.69076,0.64356,0.67306,0.41495,0.030939,0.034404,0.0094754,0.002476,0.002476,0.002476
154,0.03291,0.037623,0.0053001,0.68659,0.64444,0.67289,0.4149,0.03094,0.034412,0.0094861,0.0024265,0.0024265,0.0024265
155,0.033066,0.037753,0.0053504,0.68731,0.64435,0.6731,0.41523,0.030941,0.034421,0.0094963,0.002377,0.002377,0.002377
156,0.032959,0.037878,0.0054355,0.68634,0.64422,0.67284,0.41477,0.030941,0.034429,0.0095046,0.0023275,0.0023275,0.0023275
157,0.032542,0.037019,0.0050844,0.68592,0.64572,0.67265,0.41489,0.030941,0.034438,0.009512,0.002278,0.002278,0.002278
158,0.032678,0.036999,0.0051469,0.68952,0.64442,0.6726,0.41482,0.030944,0.034449,0.0095217,0.0022285,0.0022285,0.0022285
159,0.032512,0.037316,0.0050284,0.68492,0.64554,0.67257,0.41482,0.030946,0.034462,0.0095293,0.002179,0.002179,0.002179
160,0.032653,0.037295,0.0051555,0.68692,0.64569,0.67223,0.41458,0.030947,0.034473,0.0095374,0.0021295,0.0021295,0.0021295
161,0.032582,0.037191,0.005037,0.68728,0.64621,0.67235,0.41476,0.030949,0.034486,0.0095463,0.00208,0.00208,0.00208
162,0.032586,0.037501,0.0048501,0.68776,0.6459,0.67221,0.41462,0.030952,0.034501,0.0095593,0.0020305,0.0020305,0.0020305
163,0.03263,0.037261,0.004996,0.68539,0.64604,0.67216,0.41483,0.030955,0.034516,0.0095719,0.001981,0.001981,0.001981
164,0.032531,0.037279,0.0048731,0.68543,0.64577,0.67196,0.41472,0.030959,0.034529,0.0095822,0.0019315,0.0019315,0.0019315
165,0.032435,0.036976,0.0048589,0.68403,0.64855,0.67186,0.41475,0.030962,0.034546,0.0095923,0.001882,0.001882,0.001882
166,0.032329,0.036991,0.0047357,0.70269,0.63711,0.67179,0.41468,0.030965,0.034563,0.0096069,0.0018325,0.0018325,0.0018325
167,0.032271,0.03692,0.0046093,0.70108,0.63736,0.67166,0.41482,0.030969,0.034581,0.0096203,0.001783,0.001783,0.001783
168,0.032251,0.036952,0.0047123,0.70611,0.63537,0.67135,0.41459,0.030973,0.034599,0.0096342,0.0017335,0.0017335,0.0017335
169,0.032371,0.037383,0.0048435,0.70599,0.63561,0.67074,0.41418,0.030975,0.034615,0.0096472,0.001684,0.001684,0.001684
170,0.032201,0.036455,0.0045678,0.69635,0.63756,0.67004,0.41406,0.030977,0.034629,0.0096588,0.0016345,0.0016345,0.0016345
171,0.032232,0.036997,0.0045557,0.69941,0.63593,0.66975,0.41394,0.030979,0.034647,0.0096733,0.001585,0.001585,0.001585
172,0.032037,0.036401,0.0045296,0.69987,0.63557,0.66962,0.41343,0.030981,0.034666,0.0096877,0.0015355,0.0015355,0.0015355
173,0.031814,0.036287,0.0043984,0.70608,0.63268,0.66933,0.41325,0.030985,0.034685,0.0097037,0.001486,0.001486,0.001486
174,0.031974,0.036277,0.0044175,0.70294,0.63288,0.6689,0.413,0.030989,0.034705,0.0097172,0.0014365,0.0014365,0.0014365
175,0.032016,0.036694,0.0044102,0.70297,0.63264,0.66872,0.41287,0.030991,0.034728,0.0097352,0.001387,0.001387,0.001387
176,0.031804,0.036514,0.0042754,0.70233,0.633,0.66864,0.41304,0.030995,0.034749,0.0097517,0.0013375,0.0013375,0.0013375
177,0.031676,0.036085,0.0042684,0.70333,0.6332,0.66874,0.4133,0.030996,0.034771,0.0097676,0.001288,0.001288,0.001288
178,0.031717,0.036251,0.0043129,0.706,0.63276,0.66934,0.41312,0.031,0.034795,0.009785,0.0012385,0.0012385,0.0012385
179,0.031774,0.036087,0.0042068,0.70532,0.63164,0.66801,0.41275,0.031004,0.03482,0.0098031,0.001189,0.001189,0.001189
180,0.031586,0.035746,0.0041521,0.70806,0.63217,0.6687,0.41296,0.031008,0.034846,0.0098201,0.0011395,0.0011395,0.0011395
181,0.031792,0.036424,0.0042126,0.6987,0.63476,0.66844,0.41264,0.031012,0.034871,0.009837,0.00109,0.00109,0.00109
182,0.031416,0.03576,0.0040601,0.69855,0.63337,0.66772,0.41225,0.031016,0.034894,0.0098544,0.0010405,0.0010405,0.0010405
183,0.031491,0.035589,0.00408,0.69964,0.63298,0.66769,0.41238,0.031021,0.034919,0.009874,0.000991,0.000991,0.000991
184,0.031375,0.035857,0.003998,0.70036,0.6319,0.66708,0.41205,0.031026,0.034944,0.0098927,0.0009415,0.0009415,0.0009415
185,0.031421,0.036085,0.0040111,0.70098,0.63113,0.66688,0.41217,0.031034,0.034974,0.0099143,0.000892,0.000892,0.000892
186,0.031252,0.035516,0.0039524,0.69967,0.63106,0.66678,0.41196,0.031044,0.035005,0.0099346,0.0008425,0.0008425,0.0008425
187,0.03102,0.03481,0.0039342,0.66552,0.65487,0.66666,0.41197,0.031052,0.035036,0.0099536,0.000793,0.000793,0.000793
188,0.030942,0.034765,0.0039295,0.66246,0.6561,0.66549,0.41165,0.031058,0.035068,0.0099738,0.0007435,0.0007435,0.0007435
189,0.030945,0.034564,0.0038951,0.66161,0.65723,0.66523,0.41135,0.031067,0.035102,0.0099947,0.000694,0.000694,0.000694
